id,seq,dec,raw_t,raw_tgo,d_sender,d_self,d_self_sender,raw_timeout
22,3,4,297175078320582,0,88.1569,258.849,260.496,297175078320582
20,3,4,297175078320583,0,88.1569,430.412,465.048,297175078320583
105,3,4,297175078320583,0,88.1569,644.81,593.616,297175078320583
99,3,4,297175078333100,0,190.027,89.7296,108.39,297175078333100
112,3,2,297175078333101,0,190.027,0.797453,190.825,297175078333101
92,3,2,297175078333101,0,190.027,70.3008,212.164,297175078333101
70,3,2,297175078333101,0,190.027,68.1383,232.956,297175078333101
22,3,4,297175078333101,0,190.027,258.849,241.255,297175078333101
71,3,4,297175078333101,0,190.027,188.122,309.113,297175078333101
20,3,4,297175078333101,0,190.027,430.412,468.641,297175078333101
105,3,4,297175078333102,0,190.027,644.81,605.657,297175078333102
92,16,4,297175078335245,0,834.685,714.523,120.879,297175078335245
70,16,4,297175078335245,0,834.685,712.545,123.267,297175078335245
112,16,4,297175078335246,0,834.685,645.855,188.856,297175078335246
22,16,4,297175078335246,0,834.685,842.349,188.772,297175078335246
99,16,4,297175078335246,0,834.685,593.949,254.082,297175078335246
118,16,4,297175078335246,0,834.685,606.558,309.513,297175078335246
105,16,3,297175078335248,0,834.685,0.803124,833.931,297175078335248
92,16,4,297175078354396,0,712.869,714.523,26.8937,297175078354396
112,16,4,297175078354396,0,712.869,645.855,67.9224,297175078354396
71,16,4,297175078354396,0,712.869,833.677,121.803,297175078354396
99,16,4,297175078354396,0,712.869,593.949,148.222,297175078354396
22,16,4,297175078354396,0,712.869,842.349,230.054,297175078354396
118,16,4,297175078354396,0,712.869,606.558,232.435,297175078354396
105,16,4,297175078354398,0,712.869,0.803124,712.109,297175078354398
71,3,4,297175078356827,0,258.028,188.122,188.895,297175078356827
92,3,3,297175078356827,0,258.028,70.3008,205.178,297175078356827
20,3,4,297175078356827,0,258.028,430.412,230.976,297175078356827
70,3,3,297175078356827,0,258.028,68.1383,230.162,297175078356827
118,3,4,297175078356827,0,258.028,189.942,240.024,297175078356827
112,3,2,297175078356827,0,258.028,0.797453,258.383,297175078356827
99,3,4,297175078356827,0,258.028,89.7296,259.321,297175078356827
105,3,4,297175078356829,0,258.028,644.81,840.695,297175078356829
70,36,4,297175078398213,0,0,27.6041,27.6041,297175078398213
112,36,4,297175078398213,0,0,70.1741,70.1741,297175078398213
71,36,4,297175078398213,0,0,119.914,119.914,297175078398213
99,36,4,297175078398213,0,0,136.561,136.561,297175078398213
22,36,4,297175078398214,0,0,205.876,205.876,297175078398214
118,36,4,297175078398214,0,0,212,212,297175078398214
20,36,4,297175078398214,0,0,361.175,361.175,297175078398214
105,36,4,297175078398215,0,0,713.773,713.773,297175078398215
22,3,4,297175078406677,0,430.412,259.625,229.219,297175078406677
71,3,4,297175078406677,0,430.412,187.151,263.235,297175078406677
92,3,4,297175078406677,0,430.412,70.5082,361.119,297175078406677
70,3,4,297175078406677,0,430.412,67.9458,375.032,297175078406677
112,3,3,297175078406678,0,430.412,1.60595,430.407,297175078406678
99,3,4,297175078406678,0,430.412,91.2953,465.611,297175078406678
118,3,4,297175078406678,0,430.412,189.856,468.092,297175078406678
105,3,4,297175078406680,0,430.412,644.055,1057.36,297175078406680
70,16,4,297175078409108,0,645.855,712.222,67.5145,297175078409108
92,16,4,297175078409108,0,645.855,714.862,70.3731,297175078409108
99,16,4,297175078409108,0,645.855,593.57,92.0588,297175078409108
71,16,4,297175078409108,0,645.855,832.71,186.87,297175078409108
118,16,4,297175078409108,0,645.855,606.83,190.653,297175078409108
22,16,4,297175078409108,0,645.855,843.281,259.977,297175078409108
105,16,4,297175078409110,0,645.855,1.59915,644.344,297175078409110
112,16,4,297175078440579,0,593.949,646.148,91.2648,297175078440579
118,16,4,297175078440579,0,593.949,606.83,108.36,297175078440579
92,16,4,297175078440579,0,593.949,714.862,137.167,297175078440579
70,16,4,297175078440579,0,593.949,712.222,148.442,297175078440579
71,16,4,297175078440580,0,593.949,832.71,252.414,297175078440580
22,16,4,297175078440580,0,593.949,843.281,261.181,297175078440580
105,16,4,297175078440581,0,593.949,1.59915,592.511,297175078440581
99,16,4,297175078453097,0,606.558,593.57,106.783,297175078453097
112,16,4,297175078453098,0,606.558,646.148,191.548,297175078453098
92,16,4,297175078453098,0,606.558,714.862,212.759,297175078453098
70,16,4,297175078453098,0,606.558,712.222,233.186,297175078453098
22,16,4,297175078453098,0,606.558,843.281,241.901,297175078453098
71,16,4,297175078453098,0,606.558,832.71,308.383,297175078453098
105,16,4,297175078453099,0,606.558,1.59915,605.268,297175078453099
92,3,4,297175078455242,0,188.122,70.5082,119.495,297175078455242
70,3,4,297175078455242,0,188.122,67.9458,122.643,297175078455242
112,3,4,297175078455243,0,188.122,1.60595,187.564,297175078455243
22,3,4,297175078455243,0,188.122,259.625,189.23,297175078455243
99,3,4,297175078455243,0,188.122,91.2953,254.178,297175078455243
20,3,4,297175078455243,0,188.122,431.306,262.967,297175078455243
118,3,4,297175078455243,0,188.122,189.856,308.672,297175078455243
105,3,4,297175078455245,0,188.122,644.055,832.168,297175078455245
99,3,4,297175078472648,0,644.81,91.2953,592.854,297175078472648
118,3,4,297175078472648,0,644.81,189.856,606.189,297175078472648
112,3,4,297175078472648,0,644.81,1.60595,645.393,297175078472648
70,3,4,297175078472649,0,644.81,67.9458,711.462,297175078472649
92,3,4,297175078472649,0,644.81,70.5082,714.112,297175078472649
71,3,4,297175078472649,0,644.81,187.151,831.955,297175078472649
22,3,4,297175078472649,0,644.81,259.625,842.608,297175078472649
20,3,4,297175078472650,0,644.81,431.306,1059,297175078472650
92,36,4,297175078474390,0,28.2716,1.55701,26.9407,297175078474390
112,36,4,297175078474390,0,28.2716,69.8676,67.2928,297175078474390
71,36,4,297175078474390,0,28.2716,119.436,121.202,297175078474390
99,36,4,297175078474390,0,28.2716,137.103,149.672,297175078474390
118,36,4,297175078474390,0,28.2716,211.068,232.659,297175078474390
22,36,4,297175078474390,0,28.2716,206.128,231.442,297175078474390
20,36,4,297175078474391,0,28.2716,362.127,375.289,297175078474391
105,36,4,297175078474392,0,28.2716,712.679,711.025,297175078474392
22,36,4,297175078526677,0,362.127,206.772,229.303,297175078526677
71,36,4,297175078526677,0,362.127,118.584,265.081,297175078526677
92,36,4,297175078526677,0,362.127,2.32398,361.946,297175078526677
70,36,4,297175078526678,0,362.127,29.6931,376.506,297175078526678
112,36,4,297175078526678,0,362.127,69.7673,431.299,297175078526678
99,36,4,297175078526678,0,362.127,138.277,466.835,297175078526678
118,36,4,297175078526678,0,362.127,210.88,468.714,297175078526678
105,36,4,297175078526680,0,362.127,711.929,1057.57,297175078526680
70,36,4,297175078529108,0,69.8676,29.6931,66.8861,297175078529108
92,36,4,297175078529108,0,69.8676,2.32398,70.4448,297175078529108
99,36,4,297175078529108,0,69.8676,138.277,94.4167,297175078529108
71,36,4,297175078529108,0,69.8676,118.584,185.665,297175078529108
118,36,4,297175078529108,0,69.8676,210.88,191.362,297175078529108
22,36,4,297175078529109,0,69.8676,206.772,261.086,297175078529109
20,36,4,297175078529109,0,69.8676,363.006,432.187,297175078529109
105,36,4,297175078529110,0,69.8676,711.929,643.88,297175078529110
71,16,4,297175078536826,0,843.281,831.793,190.115,297175078536826
92,16,4,297175078536826,0,843.281,715.199,207.35,297175078536826
70,16,4,297175078536826,0,843.281,711.9,232.975,297175078536826
118,16,4,297175078536826,0,843.281,607.12,241.318,297175078536826
112,16,4,297175078536826,0,843.281,646.44,260.693,297175078536826
99,16,4,297175078536826,0,843.281,593.188,260.782,297175078536826
105,16,4,297175078536828,0,843.281,2.39527,841.25,297175078536828
99,36,4,297175078573098,0,211.068,138.277,105.171,297175078573098
112,36,4,297175078573098,0,211.068,69.7673,192.259,297175078573098
92,36,4,297175078573098,0,211.068,2.32398,213.34,297175078573098
70,36,4,297175078573098,0,211.068,29.6931,233.416,297175078573098
22,36,4,297175078573098,0,211.068,206.772,242.497,297175078573098
71,36,4,297175078573098,0,211.068,118.584,307.701,297175078573098
20,36,4,297175078573099,0,211.068,363.006,469.935,297175078573099
105,36,4,297175078573099,0,211.068,711.929,604.892,297175078573099
70,16,4,297175078578209,0,714.862,711.9,28.3783,297175078578209
112,16,4,297175078578209,0,714.862,646.44,70.1293,297175078578209
71,16,4,297175078578209,0,714.862,831.793,117.723,297175078578209
99,16,4,297175078578209,0,714.862,593.188,139.51,297175078578209
22,16,4,297175078578209,0,714.862,844.176,207.584,297175078578209
118,16,4,297175078578209,0,714.862,607.12,212.403,297175078578209
105,16,4,297175078578211,0,714.862,2.39527,712.611,297175078578211
112,36,4,297175078620581,0,138.277,69.6763,95.9591,297175078620581
118,36,4,297175078620581,0,138.277,210.685,105.137,297175078620581
92,36,4,297175078620581,0,138.277,3.10177,140.737,297175078620581
70,36,4,297175078620581,0,138.277,30.408,151.41,297175078620581
71,36,4,297175078620581,0,138.277,117.766,252.931,297175078620581
22,36,4,297175078620581,0,138.277,207.422,262.547,297175078620581
20,36,4,297175078620582,0,138.277,363.885,468.678,297175078620582
105,36,4,297175078620582,0,138.277,711.173,590.311,297175078620582
92,36,4,297175078635247,0,118.584,3.10177,116.885,297175078635247
70,36,4,297175078635247,0,118.584,30.408,121.494,297175078635247
112,36,4,297175078635247,0,118.584,69.6763,185.112,297175078635247
22,36,4,297175078635247,0,118.584,207.422,190.467,297175078635247
99,36,4,297175078635248,0,118.584,139.442,254.62,297175078635248
20,36,4,297175078635248,0,118.584,363.885,266.67,297175078635248
118,36,4,297175078635248,0,118.584,210.685,307.202,297175078635248
105,36,4,297175078635250,0,118.584,711.173,828.766,297175078635250
99,36,4,297175078652640,0,711.929,139.442,590.67,297175078652640
118,36,4,297175078652640,0,711.929,210.685,605.49,297175078652640
112,36,4,297175078652640,0,711.929,69.6763,644.465,297175078652640
70,36,4,297175078652640,0,711.929,30.408,709.296,297175078652640
92,36,4,297175078652640,0,711.929,3.10177,713.287,297175078652640
71,36,4,297175078652641,0,711.929,117.766,828.643,297175078652641
22,36,4,297175078652641,0,711.929,207.422,843.058,297175078652641
20,36,4,297175078652642,0,711.929,363.885,1059.42,297175078652642
71,36,4,297175078656826,0,206.772,117.766,190.742,297175078656826
92,36,4,297175078656827,0,206.772,3.10177,208.401,297175078656827
20,36,4,297175078656827,0,206.772,363.885,231.106,297175078656827
70,36,4,297175078656827,0,206.772,30.408,234.348,297175078656827
118,36,4,297175078656827,0,206.772,210.685,241.876,297175078656827
99,36,4,297175078656827,0,206.772,139.442,261.475,297175078656827
112,36,4,297175078656827,0,206.772,69.6763,261.803,297175078656827
105,36,4,297175078656829,0,206.772,711.173,841.46,297175078656829
70,58,1,297175078694184,0,0,0,0,297175078694184
92,58,5,297175078694388,0,0,27.8275,27.8275,297175078694388
112,58,5,297175078694388,0,0,65.832,65.832,297175078694388
71,58,5,297175078694388,0,0,120.553,120.553,297175078694388
99,58,5,297175078694388,0,0,152.769,152.769,297175078694388
118,58,5,297175078694389,0,0,233.46,233.46,297175078694389
22,58,5,297175078694389,0,0,234.96,234.96,297175078694389
20,58,5,297175078694389,0,0,378.827,378.827,297175078694389
105,58,5,297175078694390,0,0,708.53,708.53,297175078694390
99,58,3,297175078771479,0,233.46,154.151,101.972,297175078771479
112,58,3,297175078771479,0,233.46,65.4178,193.654,297175078771479
92,58,3,297175078771480,0,233.46,27.2089,214.472,297175078771480
70,58,2,297175078771480,0,233.46,0.771309,233.843,297175078771480
22,58,4,297175078771480,0,233.46,235.603,243.7,297175078771480
71,58,2,297175078771480,0,233.46,119.691,306.411,297175078771480
20,58,4,297175078771480,0,233.46,379.69,471.16,297175078771480
105,58,4,297175078771481,0,233.46,707.769,604.189,297175078771481
99,58,4,297175078772639,0,708.53,154.151,589.583,297175078772639
118,58,4,297175078772639,0,708.53,233.281,605.169,297175078772639
112,58,4,297175078772639,0,708.53,65.4178,643.992,297175078772639
70,58,3,297175078772639,0,708.53,0.771309,708.202,297175078772639
92,58,4,297175078772639,0,708.53,27.2089,712.874,297175078772639
71,58,2,297175078772640,0,708.53,119.691,827.08,297175078772640
22,58,4,297175078772640,0,708.53,235.603,843.318,297175078772640
20,58,4,297175078772640,0,708.53,379.69,1059.64,297175078772640
22,58,4,297175078786685,0,379.69,235.603,230.309,297175078786685
71,58,3,297175078786685,0,379.69,119.691,269.43,297175078786685
92,58,4,297175078786686,0,379.69,27.2089,364.466,297175078786686
70,58,4,297175078786686,0,379.69,0.771309,380.304,297175078786686
112,58,4,297175078786686,0,379.69,65.4178,433.962,297175078786686
99,58,4,297175078786686,0,379.69,154.151,470.205,297175078786686
118,58,4,297175078786686,0,379.69,233.281,470.818,297175078786686
105,58,4,297175078786688,0,379.69,707.769,1058.92,297175078786688
81,49,1,297175078802705,0,0,0,0,297175078802705
100,28,1,297175078805398,0,0,0,0,297175078805398
85,44,1,297175078818552,0,0,0,0,297175078818552
71,58,4,297175078836827,0,235.603,118.923,192.195,297175078836827
92,58,4,297175078836827,0,235.603,26.5854,210.529,297175078836827
20,58,4,297175078836827,0,235.603,380.549,231.206,297175078836827
70,58,4,297175078836827,0,235.603,1.53868,237.14,297175078836827
118,58,4,297175078836827,0,235.603,233.085,242.992,297175078836827
99,58,4,297175078836827,0,235.603,155.53,262.954,297175078836827
112,58,4,297175078836827,0,235.603,65.0016,264.062,297175078836827
105,58,4,297175078836829,0,235.603,707.008,841.961,297175078836829
98,30,1,297175079045107,0,0,0,0,297175079045107
71,48,1,297175079155038,0,0,0,0,297175079155038
92,48,5,297175079155246,0,0,111.215,111.215,297175079155246
70,48,5,297175079155246,0,0,119.115,119.115,297175079155246
112,48,5,297175079155246,0,0,179.576,179.576,297175079155246
22,48,5,297175079155246,0,0,194.832,194.832,297175079155246
99,48,5,297175079155246,0,0,256.879,256.879,297175079155246
20,48,5,297175079155246,0,0,275.97,275.97,297175079155246
118,48,5,297175079155246,0,0,304.354,304.354,297175079155246
105,48,5,297175079155248,0,0,820.867,820.867,297175079155248
99,48,3,297175079174315,0,821.632,256.879,585.317,297175079174315
118,48,3,297175079174315,0,821.632,304.354,604.073,297175079174315
112,48,3,297175079174315,0,821.632,179.576,642.131,297175079174315
70,48,3,297175079174316,0,821.632,119.115,703.866,297175079174316
92,48,3,297175079174316,0,821.632,111.215,711.042,297175079174316
71,48,2,297175079174316,0,821.632,0,821.632,297175079174316
22,48,2,297175079174316,0,821.632,194.832,844.633,297175079174316
20,48,2,297175079174317,0,821.632,275.97,1060.49,297175079174317
97,31,1,297175079212367,0,0,0,0,297175079212367
113,1,1,297175079213021,0,0,0,0,297175079213021
89,41,1,297175079213695,0,0,0,0,297175079213695
83,47,1,297175079216411,0,0,0,0,297175079216411
77,55,1,297175079220302,0,0,0,0,297175079220302
111,6,1,297175079220431,0,0,0,0,297175079220431
74,60,1,297175079226367,0,0,0,0,297175079226367
112,4,1,297175079228895,0,0,0,0,297175079228895
70,4,5,297175079229108,0,0,62.0817,62.0817,297175079229108
92,4,5,297175079229108,0,0,70.5776,70.5776,297175079229108
99,4,5,297175079229108,0,0,111.68,111.68,297175079229108
71,4,5,297175079229108,0,0,178.885,178.885,297175079229108
118,4,5,297175079229108,0,0,196.959,196.959,297175079229108
22,4,5,297175079229108,0,0,269.724,269.724,297175079229108
20,4,5,297175079229109,0,0,438.417,438.417,297175079229109
105,4,5,297175079229110,0,0,640.89,640.89,297175079229110
79,52,1,297175079235892,0,0,0,0,297175079235892
71,48,4,297175079236160,0,194.832,0.73632,195.448,297175079236160
92,48,4,297175079236160,0,194.832,110.863,215.205,297175079236160
20,48,4,297175079236160,0,194.832,276.769,231.098,297175079236160
70,48,4,297175079236160,0,194.832,119.546,242.942,297175079236160
118,48,4,297175079236160,0,194.832,304.014,245.341,297175079236160
99,48,4,297175079236160,0,194.832,257.917,266.385,297175079236160
112,48,4,297175079236160,0,194.832,179.307,268.838,297175079236160
105,48,4,297175079236162,0,194.832,820.1,843.26,297175079236162
96,32,1,297175079237336,0,0,0,0,297175079237336
76,46,1,297175079238728,0,0,0,0,297175079238728
110,7,1,297175079240129,0,0,0,0,297175079240129
84,45,1,297175079242124,0,0,0,0,297175079242124
95,34,1,297175079247377,0,0,0,0,297175079247377
86,44,1,297175079255961,0,0,0,0,297175079255961
101,28,1,297175079262502,0,0,0,0,297175079262502
108,11,1,297175079263784,0,0,0,0,297175079263784
78,53,1,297175079264591,0,0,0,0,297175079264591
94,35,1,297175079267015,0,0,0,0,297175079267015
109,10,1,297175079267548,0,0,0,0,297175079267548
107,13,1,297175079272829,0,0,0,0,297175079272829
102,23,1,297175079274861,0,0,0,0,297175079274861
105,17,1,297175079275723,0,0,0,0,297175079275723
92,37,1,297175079278000,0,0,0,0,297175079278000
70,37,5,297175079278209,0,0,28.585,28.585,297175079278209
112,37,5,297175079278209,0,0,70.5776,70.5776,297175079278209
71,37,5,297175079278209,0,0,110.519,110.519,297175079278209
99,37,5,297175079278210,0,0,152.922,152.922,297175079278210
22,37,5,297175079278210,0,0,215.97,215.97,297175079278210
118,37,5,297175079278210,0,0,216.795,216.795,297175079278210
20,37,5,297175079278210,0,0,368.859,368.859,297175079278210
105,37,5,297175079278211,0,0,709.791,709.791,297175079278211
90,40,1,297175079283618,0,0,0,0,297175079283618
22,48,4,297175079286686,0,276.769,195.127,230.159,297175079286686
71,48,4,297175079286686,0,276.769,0.73632,277.451,297175079286686
92,48,4,297175079286687,0,276.769,110.863,368.859,297175079286687
70,48,4,297175079286687,0,276.769,119.546,387.651,297175079286687
112,48,4,297175079286687,0,276.769,179.307,438.417,297175079286687
118,48,4,297175079286687,0,276.769,304.014,473.44,297175079286687
99,48,4,297175079286687,0,276.769,257.917,476.428,297175079286687
105,48,4,297175079286689,0,276.769,820.1,1059.97,297175079286689
106,14,1,297175079287878,0,0,0,0,297175079287878
104,21,1,297175079290871,0,0,0,0,297175079290871
99,17,5,297175079294193,0,0,583.542,583.542,297175079294193
118,17,5,297175079294193,0,0,603.179,603.179,297175079294193
112,17,5,297175079294193,0,0,640.89,640.89,297175079294193
70,17,5,297175079294193,0,0,702.003,702.003,297175079294193
92,17,5,297175079294193,0,0,709.791,709.791,297175079294193
71,17,5,297175079294194,0,0,819.695,819.695,297175079294194
22,17,5,297175079294194,0,0,844.302,844.302,297175079294194
93,36,1,297175079296165,0,0,0,0,297175079296165
118,4,4,297175079320549,0,111.68,196.818,94.1273,297175079320549
112,4,2,297175079320549,0,111.68,0.808495,112.465,297175079320549
92,4,2,297175079320549,0,111.68,70.6994,153.521,297175079320549
70,4,2,297175079320550,0,111.68,61.8831,162.304,297175079320550
71,4,4,297175079320550,0,111.68,178.491,257.583,297175079320550
22,4,4,297175079320550,0,111.68,270.606,268.446,297175079320550
20,4,4,297175079320551,0,111.68,439.3,477.352,297175079320551
105,4,4,297175079320551,0,111.68,640.133,582.832,297175079320551
99,4,4,297175079333107,0,196.959,113.22,92.6278,297175079333107
112,4,2,297175079333107,0,196.959,0.808495,197.767,297175079333107
92,4,2,297175079333107,0,196.959,70.6994,217.528,297175079333107
70,4,2,297175079333107,0,196.959,61.8831,235.013,297175079333107
22,4,4,297175079333107,0,196.959,270.606,247.37,297175079333107
71,4,4,297175079333107,0,196.959,178.491,304.099,297175079333107
20,4,4,297175079333108,0,196.959,439.3,474.36,297175079333108
105,4,4,297175079333108,0,196.959,640.133,602.533,297175079333108
92,4,3,297175079335252,0,178.885,70.6994,110.171,297175079335252
70,4,3,297175079335252,0,178.885,61.8831,119.494,297175079335252
112,4,3,297175079335252,0,178.885,0.808495,178.615,297175079335252
22,4,4,297175079335252,0,178.885,270.606,196.045,297175079335252
99,4,4,297175079335252,0,178.885,113.22,258.766,297175079335252
20,4,4,297175079335252,0,178.885,439.3,278.25,297175079335252
118,4,4,297175079335252,0,178.885,196.818,303.703,297175079335252
105,4,4,297175079335254,0,178.885,640.133,818.939,297175079335254
92,17,4,297175079354857,0,702.003,710.062,27.9838,297175079354857
112,17,4,297175079354857,0,702.003,641.188,61.6544,297175079354857
71,17,4,297175079354857,0,702.003,819.315,118.6,297175079354857
99,17,4,297175079354857,0,702.003,583.224,163.502,297175079354857
118,17,4,297175079354858,0,702.003,603.601,234.381,297175079354858
22,17,4,297175079354858,0,702.003,845.338,244.429,297175079354858
105,17,3,297175079354859,0,702.003,0.796176,701.242,297175079354859
71,4,4,297175079356170,0,269.724,178.491,196.334,297175079356170
92,4,4,297175079356170,0,269.724,70.6994,216.434,297175079356170
20,4,4,297175079356170,0,269.724,439.3,231.059,297175079356170
70,4,4,297175079356170,0,269.724,61.8831,244.457,297175079356170
118,4,4,297175079356170,0,269.724,196.818,245.918,297175079356170
99,4,4,297175079356171,0,269.724,113.22,267.317,297175079356171
112,4,4,297175079356171,0,269.724,0.808495,270.09,297175079356171
105,4,4,297175079356172,0,269.724,640.133,843.625,297175079356172
70,37,4,297175079398206,0,0,28.7453,28.7453,297175079398206
112,37,4,297175079398206,0,0,70.5768,70.5768,297175079398206
71,37,4,297175079398207,0,0,109.848,109.848,297175079398207
99,37,4,297175079398207,0,0,154.747,154.747,297175079398207
118,37,4,297175079398207,0,0,217.259,217.259,297175079398207
22,37,4,297175079398207,0,0,217.196,217.196,297175079398207
20,37,4,297175079398207,0,0,369.758,369.758,297175079398207
105,37,4,297175079398209,0,0,709.31,709.31,297175079398209
22,4,4,297175079406683,0,439.3,271.462,229.202,297175079406683
71,4,4,297175079406683,0,439.3,178.147,279.481,297175079406683
92,4,4,297175079406684,0,439.3,70.8357,369.779,297175079406684
70,4,4,297175079406684,0,439.3,61.6997,389.724,297175079406684
112,4,4,297175079406684,0,439.3,1.60595,439.315,297175079406684
118,4,4,297175079406684,0,439.3,196.686,473.46,297175079406684
99,4,4,297175079406684,0,439.3,114.736,477.993,297175079406684
105,4,4,297175079406686,0,439.3,639.369,1059.47,297175079406686
70,17,4,297175079409101,0,641.188,701.363,61.256,297175079409101
92,17,4,297175079409101,0,641.188,710.342,70.7045,297175079409101
99,17,4,297175079409101,0,641.188,582.923,115.523,297175079409101
71,17,4,297175079409102,0,641.188,818.984,177.872,297175079409102
118,17,4,297175079409102,0,641.188,604.048,197.494,297175079409102
22,17,4,297175079409102,0,641.188,846.355,271.824,297175079409102
105,17,4,297175079409103,0,641.188,1.59755,639.667,297175079409103
118,17,4,297175079440559,0,583.224,604.048,92.6478,297175079440559
112,17,4,297175079440559,0,583.224,641.485,114.782,297175079440559
92,17,4,297175079440560,0,583.224,710.342,155.362,297175079440560
70,17,4,297175079440560,0,583.224,701.363,163.871,297175079440560
71,17,4,297175079440560,0,583.224,818.984,258.488,297175079440560
22,17,4,297175079440560,0,583.224,846.355,269.352,297175079440560
105,17,4,297175079440561,0,583.224,1.59755,581.8,297175079440561
99,17,4,297175079453104,0,603.601,582.923,91.1515,297175079453104
112,17,4,297175079453104,0,603.601,641.485,198.423,297175079453104
92,17,4,297175079453104,0,603.601,710.342,218.005,297175079453104
70,17,4,297175079453104,0,603.601,701.363,235.177,297175079453104
22,17,4,297175079453104,0,603.601,846.355,247.927,297175079453104
71,17,4,297175079453104,0,603.601,818.984,303.812,297175079453104
105,17,4,297175079453105,0,603.601,1.59755,602.303,297175079453105
92,17,4,297175079455249,0,819.315,710.342,109.491,297175079455249
70,17,4,297175079455249,0,819.315,701.363,119.46,297175079455249
112,17,4,297175079455249,0,819.315,641.485,177.951,297175079455249
22,17,4,297175079455249,0,819.315,846.355,196.918,297175079455249
99,17,4,297175079455249,0,819.315,582.923,259.619,297175079455249
118,17,4,297175079455249,0,819.315,604.048,303.391,297175079455249
105,17,4,297175079455251,0,819.315,1.59755,817.797,297175079455251
99,4,4,297175079474189,0,640.133,114.736,582.215,297175079474189
118,4,4,297175079474189,0,640.133,196.686,603.402,297175079474189
112,4,4,297175079474189,0,640.133,1.60595,640.727,297175079474189
70,4,4,297175079474189,0,640.133,61.6997,700.601,297175079474189
92,4,4,297175079474189,0,640.133,70.8357,709.589,297175079474189
71,4,4,297175079474189,0,640.133,178.147,818.227,297175079474189
22,4,4,297175079474189,0,640.133,271.462,845.678,297175079474189
20,4,4,297175079474190,0,640.133,440.19,1061.11,297175079474190
92,37,4,297175079474591,0,29.3443,1.54057,28.1481,297175079474591
112,37,4,297175079474591,0,29.3443,70.3587,61.0242,297175079474591
71,37,4,297175079474591,0,29.3443,109.928,118.629,297175079474591
99,37,4,297175079474592,0,29.3443,155.35,165.046,297175079474592
118,37,4,297175079474592,0,29.3443,216.258,234.553,297175079474592
22,37,4,297175079474592,0,29.3443,217.472,245.914,297175079474592
20,37,4,297175079474592,0,29.3443,370.615,389.984,297175079474592
105,37,4,297175079474593,0,29.3443,708.281,700.149,297175079474593
22,37,4,297175079526683,0,370.615,218.184,229.175,297175079526683
71,37,4,297175079526684,0,370.615,109.848,280.739,297175079526684
92,37,4,297175079526684,0,370.615,2.28875,370.837,297175079526684
70,37,4,297175079526684,0,370.615,30.8458,391.195,297175079526684
112,37,4,297175079526684,0,370.615,70.2629,440.213,297175079526684
118,37,4,297175079526684,0,370.615,215.97,473.899,297175079526684
99,37,4,297175079526684,0,370.615,156.546,479.242,297175079526684
105,37,4,297175079526686,0,370.615,707.517,1059.68,297175079526686
70,37,4,297175079529101,0,70.3587,30.8458,60.6331,297175079529101
92,37,4,297175079529101,0,70.3587,2.28875,70.5504,297175079529101
99,37,4,297175079529101,0,70.3587,156.546,117.798,297175079529101
71,37,4,297175079529102,0,70.3587,109.848,177.44,297175079529102
118,37,4,297175079529102,0,70.3587,215.97,198.146,297175079529102
22,37,4,297175079529102,0,70.3587,218.184,273.013,297175079529102
20,37,4,297175079529103,0,70.3587,371.492,441.088,297175079529103
105,37,4,297175079529103,0,70.3587,707.517,639.193,297175079529103
71,17,4,297175079536169,0,846.355,818.838,198.066,297175079536169
92,17,4,297175079536169,0,846.355,710.465,218.968,297175079536169
118,17,4,297175079536169,0,846.355,604.519,246.976,297175079536169
70,17,4,297175079536169,0,846.355,701.045,247.433,297175079536169
99,17,4,297175079536169,0,846.355,582.629,269.167,297175079536169
112,17,4,297175079536169,0,846.355,641.785,272.55,297175079536169
105,17,4,297175079536171,0,846.355,2.40413,844.306,297175079536171
118,37,4,297175079560557,0,155.35,215.97,91.1932,297175079560557
112,37,4,297175079560557,0,155.35,70.2629,117.087,297175079560557
92,37,4,297175079560557,0,155.35,2.28875,157.072,297175079560557
70,37,4,297175079560557,0,155.35,30.8458,165.433,297175079560557
71,37,4,297175079560557,0,155.35,109.848,259.57,297175079560557
22,37,4,297175079560557,0,155.35,218.184,270.249,297175079560557
20,37,4,297175079560558,0,155.35,371.492,479.847,297175079560558
105,37,4,297175079560558,0,155.35,707.517,580.781,297175079560558
99,37,4,297175079573101,0,216.258,156.546,89.724,297175079573101
112,37,4,297175079573101,0,216.258,70.2629,199.099,297175079573101
92,37,4,297175079573101,0,216.258,2.28875,218.408,297175079573101
70,37,4,297175079573101,0,216.258,30.8458,235.356,297175079573101
22,37,4,297175079573101,0,216.258,218.184,248.462,297175079573101
71,37,4,297175079573102,0,216.258,109.848,303.691,297175079573102
20,37,4,297175079573102,0,216.258,371.492,475.302,297175079573102
105,37,4,297175079573103,0,216.258,707.517,602.093,297175079573103
70,17,4,297175079578212,0,710.342,701.045,29.657,297175079578212
112,17,4,297175079578212,0,710.342,641.785,70.4693,297175079578212
71,17,4,297175079578212,0,710.342,818.838,109.125,297175079578212
99,17,4,297175079578212,0,710.342,582.629,157.774,297175079578212
118,17,4,297175079578213,0,710.342,604.519,217.45,297175079578213
22,17,4,297175079578213,0,710.342,847.367,219.105,297175079578213
105,17,4,297175079578214,0,710.342,2.40413,708.067,297175079578214
92,37,4,297175079635241,0,109.848,3.05149,108.779,297175079635241
70,37,4,297175079635241,0,109.848,31.6005,119.681,297175079635241
