nodeName, TxStationID, messageID, timestamp, x, y, delayDcc, T_GenCam, EarlyReq, CamType, 25m, 75m, 125m, 175m, 225m, 275m, 325m, 375m, 425m, 475m, 525m, 575m, 625m, 675m, 725m, 775m, 825m, 875m, 925m, 975m, 1025m, 1075m, 1125m, 1175m, 1225m, 1275m, 1325m, 1375m, 1425m, 1475m
node[33], 3437599305, 1633, 6.243399, 99049840.000000, 54278430.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[417], 607157741, 1634, 6.243638, 99327110.000000, 54278010.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 12, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[209], 592614584, 1635, 6.243942, 99176920.000000, 54278240.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 8, 16, 16
node[210], 3449618346, 1636, 6.244194, 99176930.000000, 54281130.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 8, 16, 16
node[418], 3267002332, 1637, 6.244219, 99327120.000000, 54280900.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 12, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[34], 2963634895, 1638, 6.244580, 99049840.000000, 54281320.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[419], 351174899, 1639, 6.245140, 99327120.000000, 54283790.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 12, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[35], 116260413, 1640, 6.245240, 99049850.000000, 54284220.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 6, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[211], 1653323191, 1641, 6.245570, 99176930.000000, 54284020.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 8, 16, 14
node[36], 3420475339, 1642, 6.247233, 99052720.000000, 54275530.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 10, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[420], 508632083, 1643, 6.247718, 99330000.000000, 54275110.000000, 6.593750, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[212], 791509985, 1644, 6.247943, 99179810.000000, 54275340.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 8, 16, 14
node[213], 511267197, 1645, 6.248285, 99179810.000000, 54278230.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 8, 16, 16
node[37], 4096202142, 1646, 6.248457, 99052730.000000, 54278420.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 11, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[421], 1259006779, 1647, 6.248758, 99330000.000000, 54278000.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[38], 2472832391, 1648, 6.249158, 99052730.000000, 54281320.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 11, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[422], 2804519347, 1649, 6.249596, 99330000.000000, 54280900.000000, 6.593750, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[214], 2233528519, 1650, 6.249924, 99179820.000000, 54281130.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 8, 16, 16
node[423], 3394432075, 1651, 6.250610, 99330010.000000, 54283790.000000, 6.593750, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[39], 365076814, 1652, 6.250629, 99052740.000000, 54284210.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 10, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[215], 2652006863, 1653, 6.250737, 99179820.000000, 54284020.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 8, 16, 14
node[40], 3886723534, 1654, 6.252121, 99055610.000000, 54275520.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 8, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[424], 1645991303, 1655, 6.252696, 99332880.000000, 54275100.000000, 6.593750, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 6, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[216], 3752382673, 1656, 6.252786, 99182700.000000, 54275330.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 8, 16, 14
node[217], 4107315556, 1657, 6.253354, 99182700.000000, 54278230.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 8, 16, 16
node[425], 1353243075, 1658, 6.253635, 99332890.000000, 54278000.000000, 6.593750, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[41], 980384756, 1659, 6.253951, 99055620.000000, 54278420.000000, 6.593750, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 6, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[426], 2657945953, 1660, 6.254363, 99332890.000000, 54280890.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[218], 504621073, 1661, 6.254746, 99182700.000000, 54281120.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 8, 16, 16
node[42], 2962532142, 1662, 6.254917, 99055620.000000, 54281310.000000, 6.593750, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 6, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[427], 1417201193, 1663, 6.255066, 99332900.000000, 54283790.000000, 6.593750, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 6, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[219], 535425496, 1664, 6.255269, 99182710.000000, 54284020.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 8, 16, 14
node[43], 2710663577, 1665, 6.255379, 99055630.000000, 54284210.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 8, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[428], 771548576, 1666, 6.257036, 99335770.000000, 54275100.000000, 6.593750, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 11, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[44], 384376140, 1667, 6.257154, 99058500.000000, 54275520.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[220], 828236188, 1668, 6.257361, 99185580.000000, 54275330.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 8, 16, 14
node[45], 3891978421, 1669, 6.258279, 99058500.000000, 54278410.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[429], 1925908273, 1670, 6.258586, 99335780.000000, 54277990.000000, 6.593750, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 12, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[221], 1188377835, 1671, 6.258793, 99185590.000000, 54278220.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 8, 16, 16
node[430], 323853575, 1672, 6.259288, 99335780.000000, 54280890.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 12, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[46], 496941615, 1673, 6.259290, 99058510.000000, 54281310.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[222], 1710669834, 1674, 6.259421, 99185590.000000, 54281120.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 16, 8, 16, 8, 16, 16
node[431], 2120058904, 1675, 6.260541, 99335790.000000, 54283780.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 11, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[47], 2209815402, 1676, 6.260928, 99058510.000000, 54284200.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[223], 993403345, 1677, 6.260986, 99185600.000000, 54284010.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 12, 12, 16, 8, 16, 8, 16, 8, 16, 14
node[48], 1854502138, 1678, 6.262133, 99061390.000000, 54275520.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 11, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[432], 2040585929, 1679, 6.262382, 99338660.000000, 54275090.000000, 6.593750, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[433], 3780771259, 1680, 6.263450, 99338670.000000, 54277990.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[49], 1474856232, 1681, 6.263822, 99061390.000000, 54278410.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 12, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[50], 161340654, 1682, 6.264352, 99061400.000000, 54281300.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 12, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[434], 1215749263, 1683, 6.264858, 99338670.000000, 54280880.000000, 6.593750, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[51], 2738396829, 1684, 6.265267, 99061400.000000, 54284200.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 11, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[436], 1178244687, 1685, 6.267056, 99341550.000000, 54275090.000000, 6.593750, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 8, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[52], 4109995813, 1686, 6.267698, 99064280.000000, 54275510.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 6, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[53], 634304728, 1687, 6.268022, 99064280.000000, 54278410.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[54], 1119391600, 1688, 6.269773, 99064290.000000, 54281300.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[55], 1295759283, 1689, 6.270781, 99064290.000000, 54284190.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 6, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[445], 3084028615, 1690, 6.278780, 99347330.000000, 54277970.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[63], 3777516018, 1691, 6.280116, 99070070.000000, 54284190.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 12, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[384], 756897057, 1692, 6.282186, 99304000.000000, 54275150.000000, 6.593750, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 12, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[0], 3626093760, 1693, 6.282545, 99026730.000000, 54275570.000000, 0.000000, 1.000000, 0, 3, 0, 7, 7, 8, 6, 7, 6, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[385], 849598557, 1694, 6.283087, 99304010.000000, 54278040.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 12, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[1], 2774094101, 1695, 6.283298, 99026730.000000, 54278460.000000, 0.000000, 1.000000, 0, 3, 0, 10, 5, 8, 5, 7, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[97], 615373929, 1696, 6.283387, 99096050.000000, 54278360.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[98], 373307039, 1697, 6.284230, 99096060.000000, 54281250.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[386], 1470677070, 1698, 6.284378, 99304010.000000, 54280940.000000, 6.593750, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 12, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[2], 1171049868, 1699, 6.284792, 99026740.000000, 54281360.000000, 0.000000, 1.000000, 0, 3, 0, 10, 5, 8, 5, 7, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[387], 2158746843, 1700, 6.285181, 99304020.000000, 54283830.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 12, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[99], 2490350303, 1701, 6.285739, 99096060.000000, 54284150.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[3], 2439732824, 1702, 6.285836, 99026740.000000, 54284250.000000, 0.000000, 1.000000, 0, 3, 0, 7, 7, 8, 6, 7, 6, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[388], 973954722, 1703, 6.287551, 99306890.000000, 54275140.000000, 6.593750, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[4], 2783877012, 1704, 6.287833, 99029620.000000, 54275560.000000, -nan, 1.000000, 0, 3, 0, 10, 8, 8, 6, 7, 6, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[100], 692384274, 1705, 6.287865, 99098940.000000, 54275460.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[389], 2498436407, 1706, 6.288124, 99306890.000000, 54278040.000000, 6.593750, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[101], 1380992047, 1707, 6.288317, 99098940.000000, 54278350.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[5], 3736673711, 1708, 6.288474, 99029620.000000, 54278460.000000, 0.000000, 1.000000, 0, 3, 0, 14, 5, 8, 5, 7, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[453], 1131387985, 1709, 6.288594, 99353110.000000, 54277970.000000, 6.593750, 1.000000, 0, 3, 0, 17, 10, 16, 9, 7, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[6], 2235433757, 1710, 6.289118, 99029630.000000, 54281350.000000, 0.000000, 1.000000, 0, 3, 0, 14, 5, 8, 5, 7, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[390], 1235882446, 1711, 6.289129, 99306900.000000, 54280930.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[102], 3814033407, 1712, 6.289759, 99098940.000000, 54281250.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[103], 2080562405, 1713, 6.290355, 99098950.000000, 54284140.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[7], 615697673, 1714, 6.290759, 99029630.000000, 54284250.000000, 0.000000, 1.000000, 0, 3, 0, 10, 8, 8, 6, 7, 6, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[56], 3476196080, 1715, 6.292537, 99067170.000000, 54275510.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[104], 811784358, 1716, 6.292678, 99101820.000000, 54275450.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 12, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[8], 2034098327, 1717, 6.292774, 99032510.000000, 54275560.000000, 0.000000, 1.000000, 0, 3, 0, 12, 10, 8, 6, 7, 6, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[105], 2560613933, 1718, 6.293123, 99101830.000000, 54278350.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 12, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[9], 2441405218, 1719, 6.293324, 99032510.000000, 54278450.000000, 0.000000, 1.000000, 0, 3, 0, 17, 6, 8, 5, 7, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[57], 2577810205, 1720, 6.293770, 99067170.000000, 54278400.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[58], 2670032730, 1721, 6.294085, 99067170.000000, 54281300.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[10], 954863080, 1722, 6.294944, 99032510.000000, 54281350.000000, 0.000000, 1.000000, 0, 3, 0, 17, 6, 8, 5, 7, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[106], 3474132722, 1723, 6.294978, 99101830.000000, 54281240.000000, 0.000000, 1.000000, 0, 3, 0, 17, 10, 16, 10, 14, 14, 10, 16, 8, 16, 8, 16, 14, 10, 16, 8, 12, 4, 8, 7, 5, 8, 4, 8, 4, 8, 4, 8, 8
node[11], 4274779084, 1724, 6.295253, 99032520.000000, 54284240.000000, 0.000000, 1.000000, 0, 3, 0, 12, 10, 8, 6, 7, 6, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[107], 2788924010, 1725, 6.295485, 99101840.000000, 54284140.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 16, 8, 16, 12, 12, 16, 8, 12, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[59], 908191426, 1726, 6.295576, 99067180.000000, 54284190.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[12], 1049799907, 1727, 6.297338, 99035390.000000, 54275550.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 9, 6, 7, 6, 6, 7, 5, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
node[60], 989610743, 1728, 6.297515, 99070050.000000, 54275500.000000, 0.000000, 1.000000, 0, 3, 0, 12, 13, 16, 12, 14, 12, 12, 14, 10, 12, 4, 8, 6, 6, 8, 4, 8, 4, 8, 6, 6, 8, 4, 8, 4, 8, 4, 8, 7
